State,IncRate,DivIndex,Black,Indians,Asian,Hawaiian,Races,Latino,White
NE,59374,0.11774200000000001,0.2,0.4,0.3,0.0,0.9,4.8,93.8
NE,59374,0.158663,0.5,0.7,0.5,0.0,1.3,6.2,91.5
NE,59374,0.021816,0.0,0.1,0.1,0.0,0.6,0.5,98.9
NE,59374,0.214581,0.2,1.8,0.9,0.1,1.9,8.2,88.2
NE,59374,0.236698,0.2,9.5,0.4,0.1,1.6,2.4,86.8
NE,59374,0.296676,3.8,0.9,3.9,0.1,2.5,6.4,83.4
NE,59374,0.201105,0.9,0.9,0.6,0.1,1.4,8.0,89.0
NE,59374,0.091133,0.4,1.3,0.3,0.0,0.8,2.0,95.3
NE,59374,0.068142,1.0,0.2,0.0,0.0,0.0,2.3,96.5
NE,59374,0.31145900000000004,1.7,1.8,0.7,0.1,1.5,14.2,81.7
NE,59374,0.04525,0.4,0.0,0.0,0.0,1.3,0.6,97.7
NE,59374,0.133124,0.4,0.6,1.1,0.1,1.1,4.1,93.0
NE,59374,0.289577,0.3,1.6,0.8,0.0,1.3,14.5,83.0
NE,59374,0.07578700000000001,0.3,0.5,0.1,0.0,0.9,2.4,96.1
NE,59374,0.10603699999999999,1.1,0.3,0.6,0.0,1.4,2.4,94.5
NE,59374,0.077771,0.2,0.4,0.2,0.0,1.1,2.2,96.0
NE,59374,0.171069,0.6,0.5,0.6,0.1,1.2,6.5,90.8
NE,59374,0.085379,0.4,0.2,0.3,0.0,1.6,2.0,95.6
NE,59374,0.088647,0.8,0.2,0.2,0.0,0.3,3.4,95.4
NE,59374,0.130468,0.5,0.6,0.3,0.0,1.0,5.1,93.1
NE,59374,0.058792,0.3,0.3,0.4,0.0,0.7,1.5,97.0
NE,59374,0.299019,0.7,1.2,0.6,0.2,1.0,15.8,82.2
NE,59374,0.09613200000000001,0.3,0.3,0.2,0.0,1.1,3.5,95.0
NE,59374,0.14535499999999998,0.9,0.7,0.4,0.0,1.3,4.9,92.3
NE,59374,0.140654,0.3,3.4,0.4,0.0,2.0,1.7,92.6
NE,59374,0.054980999999999995,0.1,0.7,0.4,0.0,0.5,1.2,97.2
NE,59374,0.41171199999999997,1.5,1.2,2.1,0.5,1.0,22.7,73.2
NE,59374,0.304569,4.4,0.6,2.3,0.1,2.8,8.1,82.8
NE,59374,0.081638,0.5,0.4,0.4,0.0,1.0,2.1,95.8
NE,59374,0.401652,0.8,2.9,0.7,0.1,1.4,22.6,73.9
NE,59374,0.085413,0.5,0.4,0.5,0.0,1.2,2.1,95.6
NE,59374,0.28675,0.3,10.1,0.3,0.2,3.3,3.7,83.7
NE,59374,0.058723000000000004,0.2,0.2,0.3,0.0,0.6,1.8,97.0
NE,59374,0.130779,0.1,1.2,0.1,0.0,1.7,4.5,93.1
NE,59374,0.155874,0.9,1.1,0.1,0.0,1.5,5.3,91.7
NE,59374,0.075902,0.4,0.2,0.4,0.0,1.0,2.1,96.1
NE,59374,0.085043,0.1,0.1,0.3,0.0,0.7,3.1,95.6
NE,59374,0.533076,0.5,55.9,0.5,0.0,2.3,4.2,39.0
NE,59374,0.07396799999999999,0.3,0.2,0.3,0.1,0.9,2.2,96.2
NE,59374,0.09286699999999999,0.8,0.3,0.3,0.1,1.1,2.5,95.2
NE,59374,0.17563900000000002,1.9,0.8,0.6,0.2,1.2,5.4,90.6
NE,59374,0.141781,0.5,0.2,0.4,0.4,1.8,4.7,92.5
NE,59374,0.041427,0.0,0.1,0.5,0.0,0.5,0.9,97.9
NE,59374,0.147623,1.5,0.7,0.5,0.1,1.2,4.3,92.2
NH,76260,0.094976,0.7,0.3,1.2,0.0,1.4,1.5,95.1
NH,76260,0.078,0.5,0.3,0.7,0.0,1.1,1.4,96.0
NH,76260,0.100584,0.7,0.3,1.3,0.0,1.4,1.7,94.8
NH,76260,0.085533,0.7,0.5,0.6,0.0,1.4,1.5,95.6
NH,76260,0.16078399999999998,1.1,0.4,3.3,0.0,1.8,2.1,91.5
NH,76260,0.242641,2.6,0.3,3.6,0.1,1.8,5.8,86.7
NH,76260,0.121044,1.3,0.3,1.7,0.0,1.4,1.8,93.7
NH,76260,0.12453499999999999,0.9,0.2,1.9,0.0,1.3,2.5,93.5
NH,76260,0.15,1.2,0.3,2.9,0.0,1.8,2.1,92.1
NH,76260,0.083649,0.6,0.3,0.6,0.0,1.5,1.4,95.7
NJ,68468,0.602527,17.3,0.7,8.1,0.1,2.5,18.2,57.2
NJ,68468,0.5814020000000001,6.7,0.4,15.9,0.1,1.9,17.9,59.7
NJ,68468,0.479367,17.5,0.3,4.8,0.1,2.7,7.3,69.4
NJ,68468,0.5827829999999999,21.0,0.6,5.6,0.1,2.2,15.4,58.8
NJ,68468,0.25255900000000003,5.0,0.4,1.0,0.1,1.8,7.0,86.0
NJ,68468,0.633302,21.8,1.6,1.4,0.1,2.7,28.6,48.6
NJ,68468,0.6672859999999999,41.9,0.7,5.1,0.1,2.2,21.7,32.7
NJ,68468,0.344602,10.6,0.2,2.9,0.1,2.0,5.4,80.0
NJ,68468,0.681081,15.1,1.2,15.0,0.2,2.5,42.9,29.8
NJ,68468,0.239112,2.7,0.2,3.7,0.0,1.2,5.9,86.9
NJ,68468,0.6420779999999999,21.1,0.6,10.0,0.2,2.1,16.2,52.6
NJ,68468,0.678917,11.0,0.6,23.5,0.1,2.0,19.5,46.4
NJ,68468,0.40128,7.6,0.3,5.4,0.0,1.7,10.3,76.1
NJ,68468,0.436011,3.5,0.3,9.9,0.0,1.7,12.4,73.3
NJ,68468,0.264588,3.5,0.3,1.9,0.0,1.3,8.8,85.2
NJ,68468,0.63216,14.7,1.5,5.6,0.2,2.4,38.9,43.7
NJ,68468,0.397373,14.7,0.5,1.0,0.0,2.0,7.7,75.8
NJ,68468,0.587819,9.8,0.3,15.9,0.1,1.9,13.9,59.8
NJ,68468,0.22141799999999998,2.1,0.2,2.0,0.0,1.4,7.0,87.9
NJ,68468,0.669656,23.4,0.7,5.2,0.1,1.9,29.3,43.2
NJ,68468,0.283615,4.3,0.2,2.8,0.1,1.5,7.9,84.1
NM,48451,0.591041,3.4,5.7,2.7,0.2,2.9,48.8,40.6
NM,48451,0.395002,0.6,3.3,0.2,0.0,2.7,19.4,75.2
NM,48451,0.531654,2.6,2.1,0.9,0.2,1.8,54.2,41.6
NM,48451,0.6410399999999999,1.4,41.7,0.6,0.1,2.1,37.4,21.1
NM,48451,0.5322939999999999,0.9,2.5,0.4,0.2,2.0,48.4,48.2
NM,48451,0.5803659999999999,6.9,2.0,1.6,0.2,2.8,39.8,50.5
NM,48451,0.514677,0.3,1.6,0.2,0.0,3.4,40.3,56.7
NM,48451,0.470253,2.2,2.3,1.3,0.2,1.8,66.6,29.1
NM,48451,0.536931,1.9,2.3,0.8,0.1,1.6,45.7,50.3
NM,48451,0.533092,1.2,2.1,0.6,0.1,2.3,49.1,47.4
NM,48451,0.342979,2.1,2.7,1.2,0.0,1.7,79.3,16.3
NM,48451,0.5109229999999999,0.4,1.4,0.6,0.0,1.3,43.4,54.8
NM,48451,0.511588,1.2,1.1,0.7,0.1,1.2,56.7,40.8
NM,48451,0.543478,4.3,1.9,0.6,0.1,1.5,54.3,39.9
NM,48451,0.488307,0.9,3.5,0.5,0.2,1.5,31.3,64.2
NM,48451,0.41575500000000004,0.7,1.2,6.3,0.1,2.5,16.1,74.4
NM,48451,0.48163599999999995,1.7,2.3,0.7,0.2,1.5,63.8,33.2
NM,48451,0.381879,0.9,76.7,0.9,0.1,2.5,13.8,10.0
NM,48451,0.317021,1.0,3.1,0.4,0.0,1.5,80.6,17.9
NM,48451,0.599061,4.1,7.2,1.5,0.4,2.9,35.6,51.6
NM,48451,0.539621,1.7,2.2,1.2,0.1,2.2,43.9,51.6
NM,48451,0.439907,0.9,18.0,0.8,0.2,1.8,71.4,13.2
NM,48451,0.540543,2.4,2.1,1.3,0.2,2.1,40.1,54.5
NM,48451,0.645004,0.8,38.9,0.6,0.1,2.6,19.3,40.7
NM,48451,0.367848,1.7,2.9,1.1,0.2,1.9,77.0,19.4
NM,48451,0.634152,2.6,13.5,1.7,0.2,2.7,36.9,45.8
NM,48451,0.547292,1.1,4.0,1.4,0.2,2.1,51.1,43.5
NM,48451,0.46851000000000004,0.8,2.5,0.5,0.0,2.8,29.4,66.6
NM,48451,0.608129,1.3,12.7,1.5,0.1,2.3,49.3,36.3
NM,48451,0.547937,0.8,7.4,0.9,0.1,2.6,56.1,36.2
NM,48451,0.54178,2.1,3.8,0.5,0.3,2.6,40.5,54.0
NM,48451,0.534597,2.0,2.9,0.6,0.0,1.9,40.7,54.6
NM,48451,0.525894,1.6,5.4,0.8,0.1,2.2,59.1,34.8
NV,55431,0.46846499999999996,2.3,2.7,2.3,0.3,2.7,22.7,69.1
NV,55431,0.42054899999999995,2.1,5.0,3.1,0.3,4.0,13.2,74.6
NV,55431,0.6730659999999999,11.5,1.2,9.6,0.8,4.2,30.0,46.1
NV,55431,0.318486,0.9,2.2,1.8,0.2,2.9,11.8,81.6
NV,55431,0.47965,1.4,6.0,1.1,0.2,2.4,23.7,67.8
NV,55431,0.443834,2.8,5.0,0.4,0.0,2.5,18.0,72.1
NV,55431,0.321336,1.1,2.8,0.7,0.1,2.6,13.3,81.2
NV,55431,0.48026,1.1,4.9,1.0,0.3,2.6,25.2,67.3
NV,55431,0.44700500000000004,1.0,5.5,0.6,0.0,2.0,23.5,70.3
NV,55431,0.263549,3.5,1.3,0.8,0.3,2.2,7.2,85.4
NV,55431,0.38601199999999997,1.3,3.2,1.5,0.3,3.4,15.7,76.6
NV,55431,0.522881,4.6,16.5,2.4,0.2,4.1,10.6,65.9
NV,55431,0.374067,2.6,1.9,1.7,0.6,3.1,14.1,77.7
NV,55431,0.49085200000000007,4.0,4.3,1.3,0.2,2.5,22.5,67.4
NV,55431,0.275323,1.7,2.0,2.3,0.5,2.0,7.5,84.7
NV,55431,0.521663,2.6,2.1,5.7,0.7,3.2,23.3,64.7
NV,55431,0.42711000000000005,4.5,4.6,1.2,0.2,2.4,14.8,73.9
NY,61437,0.42006499999999997,13.5,0.3,5.5,0.1,2.5,5.5,74.5
NY,61437,0.096853,1.3,0.3,1.0,0.0,1.2,1.5,95.0
NY,61437,0.499601,43.3,3.0,4.2,0.4,3.3,54.6,10.5
NY,61437,0.26747600000000005,5.5,0.2,3.9,0.1,2.5,3.8,85.2
NY,61437,0.166185,1.4,3.3,0.8,0.0,1.9,1.9,91.2
NY,61437,0.17073,4.4,0.4,0.6,0.1,1.8,2.6,90.9
NY,61437,0.212758,2.7,0.6,0.6,0.0,1.9,6.8,88.4
NY,61437,0.240206,6.8,0.3,1.3,0.0,2.8,2.8,86.8
NY,61437,0.09676799999999999,0.9,0.4,0.5,0.0,1.3,2.1,95.0
NY,61437,0.174502,4.2,0.4,1.2,0.0,1.4,2.7,90.7
NY,61437,0.231089,5.0,0.3,1.9,0.1,2.0,4.2,87.4
NY,61437,0.133718,1.8,0.3,1.0,0.0,1.8,2.5,93.0
NY,61437,0.140657,2.0,0.3,0.8,0.0,1.3,3.5,92.6
NY,61437,0.436062,10.9,0.5,3.8,0.1,2.3,11.3,73.3
NY,61437,0.385703,13.9,0.7,2.9,0.0,1.8,4.9,76.9
NY,61437,0.142482,3.0,0.4,0.7,0.0,1.2,2.8,92.5
NY,61437,0.32261,6.7,7.6,0.6,0.0,1.2,3.3,81.6
NY,61437,0.126305,1.9,0.2,0.7,0.0,1.4,2.7,93.4
NY,61437,0.16958099999999998,3.1,1.2,0.7,0.0,1.8,2.9,91.0
NY,61437,0.244716,6.3,0.4,0.9,0.0,1.7,5.2,86.5
NY,61437,0.079915,0.9,0.3,0.5,0.1,1.2,1.2,95.9
NY,61437,0.09485199999999999,1.3,0.3,0.5,0.0,1.2,2.0,95.1
NY,61437,0.305944,6.4,0.7,1.7,0.3,2.8,7.0,82.7
NY,61437,0.692349,35.4,1.0,11.7,0.1,2.3,19.6,36.0
NY,61437,0.077944,0.9,0.3,0.3,0.1,1.0,1.6,96.0
NY,61437,0.162386,2.8,0.4,1.3,0.0,1.5,3.2,91.4
NY,61437,0.12284400000000001,1.9,0.7,0.9,0.0,1.3,2.0,93.6
NY,61437,0.447941,16.0,0.4,3.5,0.1,2.4,7.9,72.0
NY,61437,0.28460100000000005,2.6,0.5,0.8,0.1,1.9,12.4,83.6
NY,61437,0.551435,12.4,0.5,8.7,0.1,1.6,15.7,63.3
NY,61437,0.658205,18.4,1.2,12.1,0.2,3.1,25.8,47.5
NY,61437,0.242081,7.0,1.1,1.0,0.0,2.2,2.5,86.7
NY,61437,0.292515,6.7,0.3,3.3,0.1,2.0,5.1,83.6
NY,61437,0.368073,11.5,0.9,3.4,0.0,2.8,4.5,78.4
NY,61437,0.170943,2.6,0.3,1.1,0.0,1.7,4.1,90.9
NY,61437,0.5046010000000001,11.6,0.8,2.7,0.1,2.7,19.2,66.6
NY,61437,0.238283,6.4,0.7,0.5,0.0,1.9,4.5,86.9
NY,61437,0.10421199999999999,1.0,0.5,0.7,0.0,1.3,2.3,94.6
NY,61437,0.153416,2.1,0.2,1.4,0.1,1.5,3.4,91.9
NY,61437,0.318249,3.0,0.3,2.2,0.1,1.6,12.6,81.5
NY,61437,0.742224,20.9,1.3,25.2,0.2,2.7,28.0,26.7
NY,61437,0.272796,7.2,0.3,2.3,0.0,2.3,4.3,84.8
NY,61437,0.547813,11.8,0.6,8.0,0.1,1.9,17.9,63.2
NY,61437,0.542071,12.9,0.5,6.6,0.1,1.9,16.8,63.9
NY,61437,0.157249,1.7,0.2,2.3,0.0,1.6,2.8,91.7
NY,61437,0.401417,11.1,0.6,4.3,0.2,3.4,6.4,76.1
NY,61437,0.12069300000000001,1.4,0.3,0.8,0.0,1.3,3.0,93.7
NY,61437,0.091102,1.2,0.3,0.4,0.0,1.4,1.8,95.3
NY,61437,0.194971,5.2,0.4,0.8,0.0,1.4,3.2,89.5
NY,61437,0.144761,2.5,1.0,1.0,0.1,1.4,2.1,92.4
NY,61437,0.11546,1.6,0.3,1.5,0.0,1.5,1.5,94.0
NY,61437,0.468776,8.2,0.6,3.8,0.1,1.7,17.7,70.1
NY,61437,0.42552700000000004,9.8,0.7,1.7,0.1,2.5,14.4,73.7
NY,61437,0.085537,0.9,0.2,0.8,0.1,1.1,1.6,95.6
NY,61437,0.36593400000000004,4.4,0.4,9.8,0.1,3.2,4.6,78.7
NY,61437,0.335713,6.8,0.4,1.9,0.0,2.5,9.5,80.6
NY,61437,0.106127,1.1,0.3,0.9,0.0,1.4,2.1,94.5
NY,61437,0.135139,3.3,0.3,0.5,0.0,1.1,2.4,92.9
NY,61437,0.176206,3.2,0.4,0.6,0.0,1.9,3.9,90.6
NY,61437,0.605911,15.9,0.8,6.1,0.1,2.2,23.3,55.7
NY,61437,0.188669,6.2,0.4,0.5,0.0,0.9,3.1,89.8
NY,61437,0.085454,0.9,0.2,0.5,0.0,1.0,2.0,95.6
OH,53985,0.062672,0.5,0.5,0.2,0.0,1.3,0.9,96.8
OH,53985,0.314216,12.3,0.3,0.8,0.0,2.7,2.7,81.8
OH,53985,0.076115,0.9,0.2,0.6,0.1,1.1,1.1,96.1
OH,53985,0.181353,3.8,0.3,0.4,0.0,2.0,3.7,90.3
OH,53985,0.185617,2.8,0.3,3.2,0.0,2.1,1.8,90.1
OH,53985,0.06649400000000001,0.5,0.2,0.5,0.0,1.0,1.4,96.6
OH,53985,0.127553,4.1,0.1,0.4,0.0,1.4,0.8,93.3
OH,53985,0.062697,0.9,0.2,0.3,0.0,1.1,0.8,96.8
OH,53985,0.298347,8.0,0.3,2.7,0.1,2.1,4.3,83.2
OH,53985,0.064597,0.6,0.3,0.2,0.0,1.2,1.1,96.7
OH,53985,0.119038,2.3,0.4,0.4,0.0,1.9,1.4,93.8
OH,53985,0.271108,9.0,0.3,0.7,0.1,2.7,3.0,84.8
OH,53985,0.10805799999999999,1.4,0.2,1.1,0.0,1.4,1.7,94.4
OH,53985,0.122723,2.3,0.3,0.5,0.1,1.9,1.6,93.6
OH,53985,0.106021,2.4,0.2,0.3,0.0,1.3,1.4,94.5
OH,53985,0.07224900000000001,1.2,0.2,0.3,0.0,1.2,0.9,96.3
OH,53985,0.07794,1.0,0.2,0.4,0.0,1.2,1.4,96.0
OH,53985,0.537606,30.2,0.3,2.9,0.0,2.0,5.2,60.6
OH,53985,0.06842999999999999,0.6,0.2,0.3,0.0,1.0,1.4,96.5
OH,53985,0.234954,2.1,0.4,0.4,0.0,1.4,9.6,86.9
OH,53985,0.231542,3.5,0.2,5.0,0.0,1.8,2.3,87.4
OH,53985,0.276188,8.7,0.3,0.6,0.0,2.7,3.8,84.5
OH,53985,0.21832,6.8,0.2,1.3,0.0,1.9,1.9,88.1
OH,53985,0.126397,2.4,0.3,0.7,0.0,1.7,1.8,93.4
OH,53985,0.505504,22.0,0.3,4.3,0.1,2.9,5.0,66.4
OH,53985,0.184907,0.6,0.4,0.4,0.0,1.0,8.2,89.9
OH,53985,0.117129,2.6,0.4,0.5,0.0,1.7,1.2,93.9
OH,53985,0.08174,1.4,0.1,0.7,0.0,0.9,1.3,95.8
OH,53985,0.27669299999999997,7.3,0.3,3.0,0.1,2.6,2.6,84.6
OH,53985,0.094932,1.5,0.3,0.3,0.0,1.8,1.0,95.1
OH,53985,0.48169300000000004,26.0,0.3,2.3,0.1,2.2,2.8,67.0
OH,53985,0.183049,1.8,0.3,1.7,0.0,1.5,5.0,90.2
OH,53985,0.0874,1.0,0.2,0.7,0.1,1.4,1.5,95.5
OH,53985,0.09288400000000001,2.2,0.2,0.2,0.0,1.6,0.8,95.2
OH,53985,0.17184100000000002,0.7,0.4,0.4,0.0,1.0,7.3,90.7
OH,53985,0.081704,1.5,0.3,0.3,0.0,1.5,0.8,95.8
OH,53985,0.060775,0.6,0.4,0.2,0.0,1.2,0.8,96.9
OH,53985,0.039476,0.4,0.1,0.1,0.0,0.5,0.9,98.0
OH,53985,0.164356,1.3,0.3,0.4,0.0,1.5,5.9,91.2
OH,53985,0.074186,0.7,0.4,0.3,0.0,1.4,1.0,96.2
OH,53985,0.170181,5.5,0.2,0.4,0.0,1.8,1.3,90.9
OH,53985,0.08559,0.9,0.2,0.7,0.0,1.2,1.4,95.6
OH,53985,0.19030999999999998,3.8,0.2,1.3,0.0,1.5,3.8,89.8
OH,53985,0.096736,2.2,0.2,0.4,0.0,1.4,0.8,95.0
OH,53985,0.155178,3.7,0.3,0.8,0.0,2.0,1.6,91.8
OH,53985,0.115422,1.8,0.3,0.7,0.0,2.0,1.4,94.0
OH,53985,0.34825900000000004,8.8,0.4,1.1,0.1,2.7,8.9,79.7
OH,53985,0.46385699999999996,19.5,0.4,1.7,0.0,2.8,6.5,70.2
OH,53985,0.19253399999999998,6.4,0.3,0.8,0.0,1.5,1.6,89.6
OH,53985,0.377204,15.9,0.3,0.8,0.0,2.0,5.1,77.1
OH,53985,0.201324,6.3,0.2,0.6,0.1,1.6,2.3,89.1
OH,53985,0.10801500000000001,1.4,0.2,1.2,0.0,1.2,1.9,94.4
OH,53985,0.056914,0.9,0.3,0.3,0.0,1.1,0.5,97.1
OH,53985,0.07220700000000001,0.4,0.3,0.5,0.2,0.9,1.7,96.3
OH,53985,0.130165,2.2,0.3,1.3,0.0,1.8,1.5,93.2
OH,53985,0.047225,0.5,0.2,0.1,0.0,1.2,0.5,97.6
OH,53985,0.431605,21.0,0.2,1.9,0.0,2.4,2.5,72.3
OH,53985,0.13687,2.9,0.4,0.1,0.0,3.2,0.8,92.8
OH,53985,0.070297,0.5,0.1,0.4,0.0,1.4,1.3,96.4
OH,53985,0.14946099999999998,3.9,0.2,0.4,0.0,2.6,0.9,92.1
OH,53985,0.08709800000000001,2.8,0.3,0.2,0.0,0.8,0.4,95.5
OH,53985,0.138103,1.0,0.2,0.4,0.0,1.2,4.8,92.7
OH,53985,0.132704,1.1,0.4,0.3,0.0,1.5,4.5,93.0
OH,53985,0.054972,0.4,0.3,0.1,0.0,1.3,0.7,97.2
OH,53985,0.12964900000000001,3.7,0.2,0.4,0.0,1.3,1.3,93.2
OH,53985,0.083623,1.0,0.6,0.2,0.0,1.8,0.8,95.7
OH,53985,0.176332,4.5,0.2,1.7,0.0,1.7,1.5,90.6
OH,53985,0.06273,0.6,0.2,0.6,0.0,1.1,0.7,96.8
OH,53985,0.131644,0.5,0.3,0.3,0.0,0.7,5.8,93.0
OH,53985,0.242608,9.2,0.2,0.7,0.0,1.9,1.7,86.5
OH,53985,0.189113,6.2,0.3,0.5,0.0,2.2,1.1,89.8
OH,53985,0.260232,3.1,0.3,0.4,0.0,2.1,9.5,85.4
OH,53985,0.122701,2.7,0.5,0.4,0.0,1.7,1.2,93.6
OH,53985,0.17413199999999998,2.6,0.3,0.6,0.0,1.7,4.7,90.7
OH,53985,0.12654100000000001,2.2,0.2,1.0,0.1,1.7,1.5,93.4
OH,53985,0.230844,7.8,0.3,0.9,0.0,2.3,1.8,87.3
OH,53985,0.355959,14.7,0.2,2.6,0.0,2.2,1.8,78.8
OH,53985,0.22303699999999999,8.5,0.2,0.5,0.0,1.8,1.6,87.7
OH,53985,0.09107,0.8,0.4,0.3,0.2,1.2,2.2,95.3
OH,53985,0.157198,2.6,0.2,2.9,0.0,1.4,1.4,91.7
OH,53985,0.100255,1.0,0.2,0.3,0.0,1.2,2.8,94.8
OH,53985,0.058847000000000003,0.5,0.4,0.2,0.0,1.2,0.8,97.0
OH,53985,0.21973499999999999,3.5,0.2,4.5,0.0,1.5,2.5,88.1
OH,53985,0.087453,1.2,0.2,0.7,0.0,1.5,1.0,95.5
OH,53985,0.106199,1.6,0.2,0.8,0.0,1.4,1.6,94.5
OH,53985,0.125789,1.1,0.3,0.5,0.0,1.0,4.0,93.4
OH,53985,0.202235,2.7,0.3,1.7,0.0,1.6,5.1,89.1
OH,53985,0.08713,0.4,0.2,0.7,0.0,1.0,2.6,95.5
OK,50943,0.614293,0.5,44.0,0.5,0.0,10.3,5.8,42.2
OK,50943,0.27119899999999997,4.2,3.8,0.4,0.1,2.4,5.0,85.0
OK,50943,0.45183,3.9,14.4,0.4,0.0,7.0,3.4,72.1
OK,50943,0.39999,1.0,1.9,0.3,0.0,2.4,22.0,74.2
OK,50943,0.393611,4.5,3.3,0.9,0.0,2.7,13.7,76.4
OK,50943,0.412397,3.2,9.8,0.4,0.1,4.3,9.0,75.3
OK,50943,0.442237,1.8,13.4,0.7,0.0,7.2,5.3,72.9
OK,50943,0.577476,3.0,25.4,0.3,0.1,6.1,11.1,58.4
OK,50943,0.374837,2.8,5.0,3.2,0.1,4.1,7.8,78.3
OK,50943,0.47086300000000003,7.1,9.4,1.1,0.1,6.3,6.5,71.2
OK,50943,0.621119,1.5,34.6,0.7,0.1,9.3,6.5,49.6
OK,50943,0.561534,11.0,16.9,0.3,0.0,6.8,3.6,62.6
OK,50943,0.374213,0.3,1.2,0.3,0.0,2.0,20.0,76.5
OK,50943,0.43831000000000003,4.8,5.0,4.2,0.1,5.4,7.8,73.9
OK,50943,0.457798,0.8,17.2,0.2,0.0,8.5,3.5,71.0
OK,50943,0.612108,17.6,6.2,2.5,0.7,6.2,12.5,57.7
OK,50943,0.37935399999999997,2.4,10.3,0.3,0.2,5.4,6.6,77.6
OK,50943,0.5265340000000001,3.2,19.9,0.6,0.2,9.0,3.0,65.1
OK,50943,0.38379,2.4,10.4,0.4,0.1,6.6,3.7,77.4
OK,50943,0.466396,3.3,7.0,1.5,0.1,3.6,16.2,70.7
OK,50943,0.514641,0.4,23.3,1.2,0.1,7.8,3.2,65.1
OK,50943,0.28389699999999995,0.5,6.4,0.8,0.0,3.4,5.9,84.1
OK,50943,0.22085700000000003,0.6,2.4,0.3,0.0,1.6,7.5,87.9
OK,50943,0.379919,3.3,2.9,1.3,1.9,3.9,10.4,77.8
OK,50943,0.386772,2.7,8.4,0.5,0.1,5.2,7.2,77.3
OK,50943,0.310587,2.5,6.0,0.5,0.1,4.4,5.1,82.5
OK,50943,0.187002,1.4,2.5,0.2,0.0,2.7,3.8,90.0
OK,50943,0.39114499999999996,7.4,3.3,0.2,0.1,3.5,10.6,76.8
OK,50943,0.551609,8.0,2.8,0.5,0.0,3.8,26.7,60.7
OK,50943,0.352148,0.2,1.5,0.2,0.3,2.0,19.3,78.1
OK,50943,0.446161,0.7,16.6,0.7,0.0,7.0,3.8,72.1
OK,50943,0.53108,5.7,18.6,0.3,0.0,7.3,4.4,65.1
OK,50943,0.528564,8.0,2.5,1.5,0.3,3.8,22.2,64.3
OK,50943,0.352027,0.9,6.7,0.4,0.1,4.3,8.9,79.6
OK,50943,0.457992,2.0,15.5,0.3,0.0,7.7,4.3,71.4
OK,50943,0.400622,2.2,10.3,0.6,0.1,5.2,7.0,76.2
OK,50943,0.366411,1.5,3.9,0.4,0.0,2.9,14.5,78.1
OK,50943,0.409428,4.5,7.5,0.4,0.1,3.7,10.0,75.6
OK,50943,0.49012,1.2,20.9,0.3,0.0,8.1,3.4,67.7
OK,50943,0.448921,2.3,13.0,0.6,0.1,5.8,6.8,72.5
OK,50943,0.292522,1.8,6.9,0.3,0.0,5.2,2.8,83.6
OK,50943,0.380116,9.2,3.5,0.6,0.1,4.3,5.5,77.8
OK,50943,0.439377,2.1,7.5,0.6,0.0,5.4,14.2,72.9
OK,50943,0.257917,1.0,2.9,0.6,0.1,2.5,8.8,85.6
OK,50943,0.505987,1.9,10.6,0.3,0.1,5.9,15.7,67.4
OK,50943,0.508904,0.6,21.7,0.4,0.1,9.3,3.2,65.9
OK,50943,0.350166,0.9,6.7,0.5,0.1,5.3,7.5,79.8
OK,50943,0.5471689999999999,8.7,15.7,0.5,0.7,6.7,5.1,64.3
OK,50943,0.482254,3.2,18.2,0.4,0.0,7.4,2.5,69.1
OK,50943,0.42533000000000004,1.8,12.8,0.4,0.1,6.6,5.5,74.2
OK,50943,0.612919,11.1,18.5,0.7,0.1,8.2,5.6,57.5
OK,50943,0.308449,1.8,8.9,0.4,0.1,4.2,3.0,82.5
OK,50943,0.5019600000000001,2.2,19.1,0.1,0.0,9.3,2.9,67.2
OK,50943,0.5603239999999999,7.9,20.4,0.2,0.2,6.7,4.1,62.1
OK,50943,0.605322,15.8,4.2,3.2,0.1,5.1,16.0,58.2
OK,50943,0.5520109999999999,8.7,16.6,0.4,0.0,8.4,3.6,63.6
OK,50943,0.547996,11.5,14.7,0.4,0.0,7.2,3.3,64.1
OK,50943,0.5122899999999999,1.1,19.2,0.7,1.1,7.7,4.9,66.5
OK,50943,0.369299,0.8,12.8,0.4,0.0,6.0,2.6,78.1
OK,50943,0.379474,3.9,5.2,4.1,0.1,5.3,4.3,78.1
OK,50943,0.47289,3.7,14.4,0.5,0.1,7.7,4.5,70.5
OK,50943,0.498411,2.5,17.9,0.9,0.0,7.6,4.5,67.9
OK,50943,0.433827,3.1,13.1,0.7,0.1,6.4,4.7,73.6
OK,50943,0.433283,0.9,17.5,0.3,0.0,6.0,3.1,72.9
OK,50943,0.263727,0.6,6.7,0.3,0.1,2.3,6.0,85.3
OK,50943,0.43954399999999993,1.2,13.2,1.1,0.1,8.2,4.1,73.1
OK,50943,0.5214479999999999,4.6,18.9,0.3,0.1,7.5,4.6,65.8
OK,50943,0.5277470000000001,1.9,21.1,0.6,0.1,9.3,3.7,64.6
OK,50943,0.327108,2.1,5.5,0.6,0.1,4.8,6.7,81.4
OK,50943,0.56384,3.3,2.0,2.9,0.4,1.7,45.7,47.4
OK,50943,0.548564,8.5,4.1,0.5,0.2,3.6,24.6,61.7
OK,50943,0.552901,10.8,6.7,2.6,0.1,5.8,11.6,64.3
OK,50943,0.45112299999999994,3.9,10.3,1.5,0.0,7.2,5.3,72.7
