State,IncRate,DivIndex,Black,Indians,Asian,Hawaiian,Races,Latino,White
OK,50943,0.42755200000000004,2.7,10.5,1.7,0.0,6.2,5.5,74.4
OK,50943,0.281305,1.1,4.0,0.4,0.0,2.9,9.4,84.1
OK,50943,0.26965900000000004,3.2,2.8,1.1,0.1,2.7,5.9,85.1
OK,50943,0.327965,2.0,3.4,0.8,0.1,2.5,11.7,81.0
OR,59135,0.153252,0.6,1.3,0.6,0.1,2.4,3.7,91.9
OR,59135,0.311324,1.1,0.9,5.8,0.3,3.5,7.0,82.4
OR,59135,0.291752,1.0,1.1,4.0,0.3,3.1,8.1,83.6
OR,59135,0.24420799999999998,0.8,1.3,1.4,0.3,2.7,8.0,86.5
OR,59135,0.19705799999999998,0.6,1.5,1.0,0.2,3.5,4.6,89.4
OR,59135,0.25072,0.5,2.9,1.1,0.2,4.2,5.9,86.2
OR,59135,0.205325,0.3,1.4,0.7,0.1,2.0,7.4,88.8
OR,59135,0.22866799999999998,0.4,2.2,0.9,0.1,3.4,6.3,87.5
OR,59135,0.21708400000000003,0.5,1.1,1.0,0.2,2.4,7.7,88.1
OR,59135,0.20555199999999998,0.4,1.9,1.1,0.2,3.2,5.1,88.9
OR,59135,0.19094,0.2,1.2,0.7,0.7,2.2,6.1,89.7
OR,59135,0.147755,0.3,1.5,0.5,0.1,2.6,3.5,92.2
OR,59135,0.21758000000000002,0.5,3.7,0.5,0.0,3.1,4.6,88.2
OR,59135,0.484716,0.7,1.1,1.5,0.2,2.4,30.3,65.0
OR,59135,0.304168,0.8,1.5,1.4,0.3,3.2,11.7,82.5
OR,59135,0.560293,0.8,19.1,0.8,0.2,3.3,19.9,60.2
OR,59135,0.22137600000000002,0.5,1.5,0.9,0.2,3.2,6.8,87.9
OR,59135,0.345935,0.8,4.6,1.0,0.2,3.9,11.6,79.8
OR,59135,0.254379,0.5,2.3,1.0,0.1,3.4,7.7,85.9
OR,59135,0.29183000000000003,1.1,1.4,2.8,0.3,4.2,8.0,83.6
OR,59135,0.291103,0.7,3.9,1.3,0.2,3.7,8.3,83.6
OR,59135,0.24541999999999997,0.7,1.5,1.1,0.2,3.1,8.2,86.4
OR,59135,0.505367,1.4,2.0,1.8,0.2,2.2,32.8,62.1
OR,59135,0.47795600000000005,1.4,2.5,2.2,0.9,3.2,25.3,67.5
OR,59135,0.501484,0.9,1.8,0.7,0.3,2.3,34.0,61.8
OR,59135,0.46324399999999993,5.7,1.5,7.0,0.6,4.4,11.1,71.7
OR,59135,0.347223,0.8,2.5,2.0,0.4,3.4,13.0,79.6
OR,59135,0.18629400000000002,0.3,2.1,0.2,0.1,1.7,6.9,89.9
OR,59135,0.258441,0.5,1.5,1.0,0.2,2.4,9.8,85.5
OR,59135,0.47153100000000003,1.0,4.2,1.1,0.2,2.4,25.2,68.0
OR,59135,0.192409,0.6,1.3,1.1,1.2,2.4,4.4,89.7
OR,59135,0.11886300000000001,0.5,0.9,0.4,0.1,2.1,2.7,93.8
OR,59135,0.391352,0.6,4.4,0.9,0.7,2.3,16.4,76.1
OR,59135,0.49345100000000003,2.1,1.1,9.6,0.5,4.0,16.1,68.5
OR,59135,0.203521,0.1,1.8,0.7,0.2,4.0,4.9,89.0
OR,59135,0.361561,1.0,2.0,1.7,0.2,2.9,15.4,78.3
PA,60979,0.185165,1.9,0.4,0.8,0.0,1.3,6.5,90.0
PA,60979,0.342197,13.3,0.2,3.2,0.0,1.9,1.8,79.9
PA,60979,0.05112,0.9,0.1,0.3,0.0,0.8,0.7,97.4
PA,60979,0.183684,6.3,0.1,0.5,0.0,1.8,1.4,90.1
PA,60979,0.05690800000000001,0.6,0.2,0.3,0.0,0.9,1.1,97.1
PA,60979,0.399805,6.5,0.7,1.6,0.2,2.0,18.1,75.0
PA,60979,0.093045,1.8,0.1,0.6,0.0,1.3,1.1,95.2
PA,60979,0.07415,0.6,0.3,0.6,0.0,1.0,1.5,96.2
PA,60979,0.257856,4.0,0.3,4.4,0.1,1.5,4.7,85.8
PA,60979,0.089349,1.2,0.1,1.1,0.0,1.0,1.3,95.4
PA,60979,0.13680599999999998,3.9,0.1,0.6,0.0,1.4,1.6,92.8
PA,60979,0.053080999999999996,0.4,0.4,0.3,0.0,1.0,0.7,97.3
PA,60979,0.134998,1.9,0.3,0.5,0.1,1.1,3.8,92.9
PA,60979,0.23291900000000001,3.4,0.1,5.3,0.1,1.6,2.7,87.3
PA,60979,0.330959,6.4,0.3,4.5,0.1,1.7,7.0,81.1
PA,60979,0.06464099999999999,1.0,0.2,0.6,0.0,0.9,0.7,96.7
PA,60979,0.12415799999999999,2.8,0.2,0.6,0.0,0.8,2.7,93.5
PA,60979,0.091179,1.8,0.1,0.6,0.1,0.9,1.3,95.3
PA,60979,0.120781,2.0,0.2,1.1,0.0,1.0,2.5,93.7
PA,60979,0.091113,1.9,0.2,0.5,0.0,1.2,1.2,95.3
PA,60979,0.221518,3.7,0.2,3.6,0.0,1.8,3.3,88.0
PA,60979,0.482295,18.6,0.3,3.6,0.1,2.9,7.9,68.9
PA,60979,0.470458,20.9,0.2,5.2,0.0,1.9,3.4,69.4
PA,60979,0.045325,0.4,0.1,0.4,0.0,0.7,0.8,97.7
PA,60979,0.254506,7.5,0.3,1.3,0.0,2.1,3.7,85.9
PA,60979,0.141828,4.7,0.2,0.3,0.0,1.5,1.0,92.5
PA,60979,0.40131700000000003,18.9,0.3,0.2,0.0,0.9,5.8,74.8
PA,60979,0.198444,3.7,0.3,1.0,0.1,1.8,4.8,89.3
PA,60979,0.07031,1.2,0.2,0.2,0.0,1.1,1.1,96.4
PA,60979,0.11682000000000001,3.4,0.2,0.3,0.0,1.1,1.3,93.9
PA,60979,0.162959,5.5,0.1,0.6,0.0,1.1,1.7,91.3
PA,60979,0.115298,2.7,0.2,1.0,0.0,1.0,1.3,94.0
PA,60979,0.047261000000000004,0.5,0.2,0.2,0.0,0.9,0.7,97.6
PA,60979,0.090795,0.7,0.3,0.4,0.0,0.9,2.9,95.3
PA,60979,0.21695799999999998,3.1,0.3,2.1,0.1,1.5,5.9,88.2
PA,60979,0.289088,4.7,0.4,2.1,0.1,1.8,9.5,83.6
PA,60979,0.13854,4.1,0.1,0.4,0.0,1.7,1.2,92.7
PA,60979,0.264284,3.1,0.3,1.3,0.0,1.4,10.9,85.0
PA,60979,0.471196,8.2,0.8,3.4,0.1,2.3,20.7,69.1
PA,60979,0.252392,4.6,0.4,1.2,0.1,1.5,8.5,85.9
PA,60979,0.163588,4.7,0.2,0.7,0.1,1.8,1.6,91.3
PA,60979,0.120768,2.7,0.3,0.5,0.0,1.0,2.0,93.7
PA,60979,0.171694,5.8,0.2,0.7,0.0,1.6,1.3,90.8
PA,60979,0.066509,0.7,0.1,0.4,0.0,1.0,1.3,96.6
PA,60979,0.48208,14.8,0.5,2.3,0.1,2.4,14.2,68.9
PA,60979,0.380006,9.3,0.2,7.1,0.1,1.9,4.7,77.7
PA,60979,0.137328,1.7,0.1,2.6,0.0,0.9,2.1,92.8
PA,60979,0.355754,6.1,0.3,2.8,0.1,1.9,11.7,79.1
PA,60979,0.12603699999999998,2.5,0.2,0.4,0.0,1.1,2.9,93.4
PA,60979,0.076038,0.8,0.2,0.4,0.1,1.0,1.6,96.1
PA,60979,0.649776,44.2,0.8,6.9,0.1,2.4,13.3,36.3
PA,60979,0.313703,6.2,0.4,1.2,0.0,1.7,9.8,82.0
PA,60979,0.056930999999999995,0.5,0.3,0.3,0.0,0.8,1.1,97.1
PA,60979,0.14765899999999998,3.1,0.2,0.6,0.0,1.0,3.4,92.2
PA,60979,0.08545499999999999,1.2,0.2,0.6,0.0,0.8,1.9,95.6
PA,60979,0.094635,2.7,0.1,0.4,0.0,0.7,1.3,95.1
PA,60979,0.115157,2.9,0.4,0.4,0.0,0.9,1.7,94.0
PA,60979,0.066452,0.5,0.2,0.3,0.1,0.8,1.7,96.6
PA,60979,0.074172,0.9,0.3,0.5,0.0,1.0,1.3,96.2
PA,60979,0.274271,8.0,0.5,1.3,0.1,1.3,5.7,84.6
PA,60979,0.077985,1.2,0.2,0.5,0.0,1.1,1.1,96.0
PA,60979,0.055026,0.5,0.2,0.4,0.0,0.8,0.9,97.2
PA,60979,0.13355899999999998,3.2,0.1,0.8,0.0,1.6,1.4,93.0
PA,60979,0.165345,3.4,0.3,0.5,0.0,1.1,4.0,91.2
PA,60979,0.107905,2.5,0.1,0.8,0.0,1.3,1.0,94.4
PA,60979,0.081702,0.9,0.2,0.5,0.0,1.0,1.8,95.8
PA,60979,0.26559099999999997,6.3,0.3,1.4,0.1,1.9,6.3,85.2
RI,61528,0.12275699999999999,1.0,0.2,1.7,0.0,1.5,2.3,93.6
RI,61528,0.179978,1.8,0.4,2.4,0.1,1.7,4.0,90.4
RI,61528,0.23789899999999997,3.9,0.5,1.8,0.1,2.7,5.1,87.0
RI,61528,0.5199159999999999,11.1,1.2,4.2,0.2,2.9,20.3,65.1
RI,61528,0.157365,1.4,0.9,1.9,0.0,1.8,2.8,91.7
SC,54336,0.445417,28.2,0.3,0.4,0.0,1.3,1.2,68.9
SC,54336,0.48224300000000003,25.1,0.5,0.9,0.1,1.9,5.2,67.2
SC,54336,0.41245699999999996,72.9,0.2,0.5,0.0,0.8,2.8,23.5
SC,54336,0.36453,16.5,0.3,0.9,0.0,1.5,3.3,77.9
SC,54336,0.495821,61.4,0.4,0.5,0.1,0.9,1.8,35.6
SC,54336,0.538596,44.2,0.5,0.6,0.0,1.5,2.3,51.5
SC,54336,0.501455,19.3,0.4,1.3,0.1,1.8,11.5,66.9
SC,54336,0.5202640000000001,25.0,0.7,2.5,0.1,2.6,6.1,64.2
SC,54336,0.536629,42.2,0.6,0.4,0.1,1.1,3.2,53.3
SC,54336,0.514537,29.0,0.4,1.6,0.1,1.5,5.2,63.1
SC,54336,0.41695,20.6,0.5,0.6,0.1,1.4,4.0,73.4
SC,54336,0.513695,37.1,0.5,0.5,0.0,1.5,1.7,59.0
SC,54336,0.513794,32.4,0.7,0.5,0.0,1.6,3.8,61.6
SC,54336,0.5370689999999999,48.9,0.3,0.6,0.0,0.9,3.0,47.2
SC,54336,0.531762,38.6,0.8,0.4,0.0,1.5,2.9,56.4
SC,54336,0.521992,41.3,0.4,0.5,0.0,1.1,1.9,55.4
SC,54336,0.560247,46.5,2.7,0.3,0.0,1.8,2.5,47.1
SC,54336,0.506692,26.0,0.7,1.8,0.1,2.5,4.7,65.0
SC,54336,0.543149,36.8,0.3,0.4,0.1,1.3,5.6,56.4
SC,54336,0.510092,58.8,0.3,0.3,0.0,1.2,1.9,37.9
SC,54336,0.539644,42.0,0.4,1.4,0.0,1.2,2.4,53.2
SC,54336,0.495749,32.8,0.3,0.6,0.0,0.9,3.0,62.9
SC,54336,0.47438199999999997,18.5,0.5,2.2,0.1,1.7,8.7,69.5
SC,54336,0.5280560000000001,32.0,0.5,1.0,0.1,1.2,5.7,60.5
SC,54336,0.538618,53.7,0.4,0.6,0.0,1.1,3.8,41.4
SC,54336,0.38101799999999997,13.7,0.6,1.2,0.2,1.8,6.1,77.2
SC,54336,0.61602,45.5,0.7,0.8,0.1,1.2,14.1,39.6
SC,54336,0.45888599999999996,25.1,0.4,0.6,0.1,1.4,4.2,69.0
SC,54336,0.450722,23.2,0.4,0.8,0.0,1.3,4.9,70.2
SC,54336,0.46309399999999995,25.9,0.4,0.4,0.2,1.3,4.2,68.4
SC,54336,0.487133,63.2,0.3,0.4,0.0,0.9,2.1,33.6
SC,54336,0.394225,15.1,0.5,1.7,0.1,1.7,5.7,76.1
SC,54336,0.530066,56.0,0.8,0.7,0.0,1.2,2.9,39.4
SC,54336,0.5759770000000001,51.2,4.7,0.4,0.0,1.7,3.1,39.8
SC,54336,0.523422,49.2,0.2,0.3,0.1,1.0,1.2,48.4
SC,54336,0.534485,31.2,0.8,0.7,0.3,1.3,7.4,60.2
SC,54336,0.26541,7.8,0.3,0.8,0.0,1.5,4.8,85.2
SC,54336,0.49824799999999997,62.3,0.6,0.9,0.0,1.3,2.1,33.6
SC,54336,0.243706,6.8,0.3,1.8,0.0,1.5,3.4,86.6
SC,54336,0.5802470000000001,46.8,0.4,2.6,0.1,2.0,5.0,44.4
SC,54336,0.571553,26.4,1.4,0.3,1.1,1.1,14.8,58.0
SC,54336,0.471425,20.9,0.4,2.3,0.0,1.6,6.2,69.3
SC,54336,0.560046,47.1,0.5,1.3,0.1,1.8,3.7,46.5
SC,54336,0.46879,31.5,0.3,0.3,0.1,1.4,1.1,65.7
SC,54336,0.473051,65.5,0.4,0.4,0.0,0.8,2.2,31.2
SC,54336,0.44230699999999995,19.4,0.9,1.7,0.1,1.8,4.9,71.9
SD,57450,0.147695,0.4,1.8,0.6,0.0,0.9,4.2,92.2
SD,57450,0.320296,1.7,1.3,5.8,0.2,1.7,9.0,81.7
SD,57450,0.531492,0.4,59.7,0.7,0.0,5.2,3.3,32.9
SD,57450,0.21928499999999998,1.1,7.4,0.3,0.0,1.5,2.2,88.0
SD,57450,0.168155,1.5,1.3,2.8,0.1,1.3,2.4,91.1
SD,57450,0.185932,1.4,3.2,1.5,0.2,1.7,2.3,90.1
SD,57450,0.262171,0.5,9.3,0.3,0.0,3.1,2.4,85.3
SD,57450,0.337185,0.5,79.4,0.0,0.0,2.0,2.5,17.7
SD,57450,0.15862,0.8,2.0,0.3,0.1,2.5,3.5,91.6
SD,57450,0.060728,0.1,0.5,0.5,0.0,0.8,1.4,96.9
SD,57450,0.491125,0.4,32.1,0.3,0.0,2.8,2.3,63.6
SD,57450,0.075803,0.9,0.1,0.1,0.0,0.8,2.3,96.1
SD,57450,0.20857399999999998,1.6,3.2,2.1,0.1,2.2,2.6,88.8
SD,57450,0.12464000000000001,0.8,2.3,0.7,0.0,1.3,1.8,93.5
SD,57450,0.482813,0.2,64.8,0.3,0.1,3.1,3.8,30.8
SD,57450,0.174869,0.7,3.4,0.6,0.0,2.0,2.9,90.7
SD,57450,0.144731,1.0,2.6,0.6,0.1,1.4,2.2,92.4
SD,57450,0.23268000000000003,0.5,8.9,0.3,0.0,1.8,2.0,87.1
SD,57450,0.102046,1.0,0.4,0.2,0.0,0.8,3.1,94.7
SD,57450,0.41608999999999996,0.2,72.9,0.2,0.0,3.8,2.9,22.4
SD,57450,0.098457,0.5,2.2,0.3,0.0,1.0,1.8,94.9
SD,57450,0.074051,0.2,0.6,0.2,0.0,1.0,1.9,96.2
SD,57450,0.25854,1.2,7.0,0.6,0.1,2.9,3.3,85.7
SD,57450,0.051117,0.4,0.1,0.3,0.0,0.9,1.0,97.4
SD,57450,0.107733,0.5,0.9,0.5,0.0,1.0,3.0,94.4
SD,57450,0.210434,0.4,7.5,0.4,0.2,2.2,1.4,88.5
SD,57450,0.148149,0.8,2.2,0.5,0.1,3.2,1.3,92.2
SD,57450,0.094472,0.5,0.5,0.2,0.0,0.7,3.2,95.1
SD,57450,0.056903999999999996,0.1,0.6,0.4,0.0,0.9,1.1,97.1
SD,57450,0.041448,0.2,0.4,0.4,0.1,0.5,0.7,97.9
SD,57450,0.120681,0.6,1.8,0.2,0.0,1.9,2.5,93.7
SD,57450,0.290244,1.3,10.5,0.6,0.0,2.5,2.6,83.5
SD,57450,0.089245,0.7,1.2,0.2,0.0,0.9,1.9,95.4
SD,57450,0.22490700000000002,0.4,9.5,0.4,0.1,1.7,1.1,87.5
SD,57450,0.549787,0.7,51.5,0.1,0.0,4.7,2.0,42.7
SD,57450,0.13205899999999998,0.2,0.4,0.2,0.1,1.0,5.4,93.0
SD,57450,0.19447899999999999,0.7,3.5,0.6,0.5,2.9,2.3,89.6
SD,57450,0.08735,0.4,0.7,0.4,0.0,1.2,2.0,95.5
SD,57450,0.119148,1.1,0.9,0.9,0.0,1.4,2.3,93.8
SD,57450,0.173217,1.3,2.3,0.8,0.1,2.0,3.4,90.8
SD,57450,0.117435,1.2,0.6,1.2,0.0,1.4,1.8,93.9
SD,57450,0.521018,0.5,38.2,0.4,0.0,2.9,2.0,57.6
SD,57450,0.299511,1.4,9.8,0.3,0.0,1.4,7.0,82.8
SD,57450,0.098241,0.5,0.6,0.3,0.0,0.8,3.2,94.9
SD,57450,0.058870000000000006,0.4,0.2,0.4,0.1,0.7,1.2,97.0
SD,57450,0.22189299999999998,2.0,2.9,0.9,0.1,2.8,4.0,88.0
SD,57450,0.555249,0.4,52.8,0.2,0.0,5.3,2.7,40.3
SD,57450,0.087268,0.5,0.4,0.4,0.0,1.1,2.3,95.5
SD,57450,0.27671799999999996,4.6,2.7,1.7,0.1,2.3,4.7,84.7
SD,57450,0.344864,1.0,13.5,1.2,0.0,2.7,2.7,79.7
SD,57450,0.339937,1.7,9.9,1.2,0.1,3.6,4.6,80.4
SD,57450,0.077936,0.3,1.5,0.3,0.0,1.0,1.1,96.0
SD,57450,0.087393,0.4,1.5,0.4,0.0,1.0,1.5,95.5
SD,57450,0.514087,0.3,35.8,0.3,0.0,3.1,1.9,59.7
SD,57450,0.085327,0.3,0.3,0.3,0.1,1.5,2.2,95.6
SD,57450,0.133525,0.2,92.9,0.1,0.0,1.5,3.0,4.8
SD,57450,0.094863,0.7,1.5,0.1,0.0,1.0,1.9,95.1
SD,57450,0.233463,0.8,8.4,0.2,0.0,2.4,1.4,87.1
SD,57450,0.128163,1.3,1.7,0.0,0.0,1.9,2.3,93.3
SD,57450,0.239373,0.2,86.5,0.3,0.0,2.2,3.3,10.4
SD,57450,0.302784,0.3,13.8,0.4,0.0,2.3,1.7,82.3
SD,57450,0.08532999999999999,0.5,1.0,0.2,0.0,1.1,2.2,95.6
SD,57450,0.142792,1.3,0.7,1.2,0.1,1.4,3.2,92.5
SD,57450,0.319845,0.4,14.0,0.3,0.0,3.1,1.5,81.2
SD,57450,0.18024600000000002,2.1,2.9,0.6,0.0,1.4,3.2,90.4
SD,57450,0.42767299999999997,0.4,71.6,0.3,0.0,3.4,3.7,23.9
TN,51344,0.185338,4.2,0.4,1.2,0.0,1.9,2.4,90.1
TN,51344,0.372174,8.2,1.0,1.2,0.2,1.8,11.7,77.9
TN,51344,0.128248,2.4,0.5,0.5,0.0,1.4,2.1,93.3
TN,51344,0.149502,4.0,0.5,0.2,0.0,1.2,2.2,92.1
TN,51344,0.158881,2.9,0.4,0.9,0.0,1.5,3.0,91.6
TN,51344,0.230552,4.7,0.6,1.1,0.1,1.7,5.4,87.4
TN,51344,0.06651,0.5,0.3,0.3,0.1,1.1,1.3,96.6
TN,51344,0.096809,1.5,0.2,0.3,0.1,1.4,1.6,95.0
TN,51344,0.266898,10.7,0.5,0.3,0.0,1.7,2.3,84.9
TN,51344,0.091146,1.5,0.2,0.4,0.0,1.2,1.6,95.3
TN,51344,0.11898900000000001,1.7,0.4,0.4,0.1,1.3,2.6,93.8
TN,51344,0.250819,9.3,0.4,0.4,0.0,1.8,2.4,86.0
TN,51344,0.07990900000000001,1.1,0.3,0.6,0.0,1.2,1.0,95.9
TN,51344,0.09111699999999999,1.6,0.4,0.1,0.1,1.2,1.6,95.3
TN,51344,0.12089200000000001,2.0,0.5,0.4,0.1,1.6,2.1,93.7
TN,51344,0.195607,3.7,0.4,1.0,0.1,1.9,3.9,89.5
TN,51344,0.399306,13.5,0.5,0.3,0.0,1.9,9.5,75.7
TN,51344,0.096593,0.6,0.4,0.5,0.1,1.0,2.7,95.0
TN,51344,0.5836180000000001,28.1,0.5,3.2,0.1,2.3,9.9,57.1
TN,51344,0.191245,2.1,0.3,0.4,0.0,1.2,7.3,89.6
TN,51344,0.14970799999999998,3.1,0.3,0.6,0.1,1.2,3.0,92.1
TN,51344,0.18323599999999998,4.3,0.5,0.6,0.0,1.7,3.1,90.2
TN,51344,0.33105999999999997,14.6,0.4,0.6,0.0,1.6,3.0,80.4
TN,51344,0.458204,27.8,0.3,0.6,0.0,0.9,2.5,68.1
TN,51344,0.0569,0.4,0.3,0.3,0.0,0.9,1.2,97.1
TN,51344,0.198731,5.2,0.4,0.9,0.1,1.7,2.7,89.3
TN,51344,0.364387,18.5,0.3,0.3,0.0,1.3,2.4,77.5
TN,51344,0.26109299999999996,10.3,0.4,0.5,0.0,1.8,1.8,85.3
TN,51344,0.088992,0.7,0.3,0.2,0.1,1.0,2.7,95.4
TN,51344,0.126275,2.2,0.3,0.5,0.1,1.1,2.7,93.4
TN,51344,0.066537,0.5,0.6,0.2,0.0,1.1,1.1,96.6
TN,51344,0.30642600000000003,4.5,0.8,0.9,0.2,1.8,11.0,82.4
TN,51344,0.443172,19.9,0.6,2.1,0.2,1.6,4.9,71.7
TN,51344,0.051106,0.4,0.4,0.1,0.0,1.3,0.4,97.4
TN,51344,0.520993,41.7,0.3,0.7,0.0,1.0,1.6,55.2
TN,51344,0.146075,3.7,0.4,0.5,0.0,1.5,1.9,92.3
TN,51344,0.087426,1.5,0.3,0.5,0.0,1.1,1.3,95.5
TN,51344,0.543823,50.1,0.3,0.2,0.0,0.9,4.1,45.1
TN,51344,0.22219899999999998,7.8,0.3,0.4,0.0,1.8,2.2,87.8
TN,51344,0.226886,8.2,0.3,0.4,0.0,1.6,2.2,87.5
TN,51344,0.167048,4.9,0.5,0.3,0.0,1.4,2.0,91.1
TN,51344,0.144454,3.0,0.3,0.4,0.0,1.9,2.2,92.4
TN,51344,0.128106,2.8,0.6,0.4,0.0,1.3,2.0,93.3
TN,51344,0.07599500000000001,0.5,0.5,0.1,0.0,1.2,1.7,96.1
TN,51344,0.14424700000000001,2.4,0.4,0.4,0.0,1.2,3.5,92.4
TN,51344,0.10415799999999999,2.3,0.2,0.2,0.0,1.0,1.7,94.6
TN,51344,0.295642,9.1,0.4,2.1,0.1,1.9,3.7,83.3
TN,51344,0.45845600000000003,28.0,0.4,0.2,0.0,1.8,2.0,68.0
TN,51344,0.509963,35.1,0.7,0.8,0.0,1.3,2.3,60.5
TN,51344,0.107994,1.7,0.4,0.4,0.0,1.5,1.8,94.4
TN,51344,0.12096900000000001,2.1,0.4,0.6,0.0,1.3,2.0,93.7
TN,51344,0.228144,7.0,0.8,0.4,0.1,1.7,3.1,87.5
TN,51344,0.20495700000000003,1.5,0.4,0.7,0.2,1.1,7.8,88.8
TN,51344,0.135992,0.7,0.7,0.5,0.0,1.0,5.1,92.8
TN,51344,0.5344409999999999,37.3,0.3,1.0,0.0,1.4,3.5,57.0
TN,51344,0.144153,4.0,0.5,0.5,0.0,1.4,1.5,92.4
TN,51344,0.24973,6.8,0.4,0.5,0.1,1.6,4.8,86.2
TN,51344,0.34174,12.3,0.4,0.7,0.1,1.9,5.2,80.0
TN,51344,0.185116,4.1,0.4,0.8,0.0,1.9,3.1,90.1
TN,51344,0.180295,6.1,0.3,0.3,0.0,1.4,1.9,90.3
TN,51344,0.100513,1.5,0.9,0.3,0.0,1.2,1.8,94.8
TN,51344,0.156895,2.3,0.6,0.5,0.1,1.6,3.7,91.7
TN,51344,0.5186609999999999,19.4,0.7,2.3,0.4,4.1,9.2,65.8
TN,51344,0.113472,2.5,0.3,0.6,0.0,1.1,1.6,94.1
TN,51344,0.129545,3.9,0.4,0.2,0.0,1.3,1.1,93.2
TN,51344,0.281033,10.9,0.2,0.4,0.1,1.3,3.6,84.0
TN,51344,0.068449,0.6,0.4,0.3,0.0,1.1,1.2,96.5
TN,51344,0.133735,2.2,0.8,0.3,0.0,1.8,2.2,93.0
TN,51344,0.049143,0.2,0.3,0.1,0.0,0.7,1.3,97.5
TN,51344,0.08167999999999999,0.6,0.5,0.3,0.1,1.4,1.7,95.8
TN,51344,0.19837,2.3,0.8,1.3,0.1,1.3,5.7,89.3
TN,51344,0.160221,2.2,0.5,0.5,0.0,1.6,4.2,91.5
TN,51344,0.13005,2.7,0.4,0.6,0.0,1.7,1.6,93.2
TN,51344,0.279409,7.8,0.5,0.6,0.1,1.4,6.0,84.3
TN,51344,0.42324700000000004,13.5,0.5,3.2,0.1,2.3,7.0,74.3
TN,51344,0.047267,0.3,0.3,0.3,0.0,0.9,0.7,97.6
TN,51344,0.109298,0.7,0.5,0.3,0.1,1.2,3.5,94.3
TN,51344,0.168441,1.2,0.5,1.1,0.0,1.2,5.5,91.0
TN,51344,0.572351,53.1,0.3,2.5,0.1,1.4,5.9,37.6
TN,51344,0.129933,2.2,0.5,0.3,0.0,1.4,2.7,93.2
TN,51344,0.144836,2.0,0.7,1.1,0.0,1.7,2.3,92.4
TN,51344,0.117227,2.3,0.4,0.7,0.0,1.3,1.7,93.9
TN,51344,0.251719,6.9,0.3,1.3,0.1,1.6,4.2,86.1
TN,51344,0.381897,18.7,0.5,0.6,0.2,1.8,2.4,76.3
TN,51344,0.258959,9.4,0.5,0.3,0.1,1.9,2.8,85.5
TN,51344,0.114507,0.4,0.3,0.2,0.0,1.0,4.2,94.0
TN,51344,0.062611,0.2,0.4,0.2,0.1,1.2,1.4,96.8
TN,51344,0.062683,0.6,0.3,0.2,0.0,1.0,1.2,96.8
TN,51344,0.243245,3.5,0.4,0.6,0.1,1.4,8.4,86.5
TN,51344,0.192107,4.3,0.4,1.3,0.0,1.7,3.1,89.7
TN,51344,0.17152699999999999,6.0,0.4,0.2,0.0,1.0,1.7,90.8
TN,51344,0.23233800000000002,8.0,0.3,1.2,0.0,1.4,2.3,87.2
TN,51344,0.11533800000000001,1.9,0.5,0.3,0.1,1.5,2.1,94.0
TN,51344,0.256363,4.6,0.3,3.5,0.1,1.4,4.7,85.9
TN,51344,0.24208400000000002,6.7,0.4,1.3,0.1,1.6,3.6,86.7
TX,58146,0.562471,21.5,0.7,0.8,0.1,1.5,16.9,60.2
TX,58146,0.529877,2.1,1.5,0.8,0.0,1.4,53.4,42.9
TX,58146,0.547671,15.6,0.8,1.1,0.0,1.2,20.8,62.0
TX,58146,0.458668,1.8,1.2,2.2,0.1,1.7,26.1,68.7
TX,58146,0.207306,0.8,1.2,0.3,0.0,1.6,8.5,88.6
TX,58146,0.231825,1.4,1.3,0.0,0.0,1.2,9.5,87.1
TX,58146,0.48306899999999997,1.2,1.2,0.6,0.1,1.1,62.6,35.3
TX,58146,0.5184300000000001,9.6,0.8,0.5,0.0,1.4,25.5,63.8
TX,58146,0.49162100000000003,1.6,2.7,0.7,0.2,0.8,61.1,36.6
TX,58146,0.33410100000000004,0.7,1.2,0.5,0.0,1.4,17.4,79.7
TX,58146,0.5644819999999999,8.0,1.7,1.0,0.1,2.0,34.2,55.8
TX,58146,0.29126599999999997,3.0,0.6,0.1,0.1,1.4,12.4,83.2
TX,58146,0.553516,8.5,0.8,0.6,0.1,1.1,57.4,33.1
TX,58146,0.653821,22.4,1.1,3.2,0.8,4.3,23.2,48.9
TX,58146,0.555597,8.2,1.2,2.8,0.2,2.1,59.1,29.5
TX,58146,0.366097,1.3,1.7,0.5,0.1,1.3,19.7,77.1
TX,58146,0.301148,0.6,1.1,0.2,0.0,2.5,15.5,82.1
TX,58146,0.339355,2.0,0.9,0.5,0.0,1.5,16.7,79.5
TX,58146,0.506452,24.5,1.0,0.9,0.1,2.1,7.2,65.4
TX,58146,0.6377520000000001,13.3,0.8,6.0,0.1,1.8,28.9,50.7
TX,58146,0.590878,11.3,0.7,5.5,0.1,1.8,24.5,57.7
TX,58146,0.531015,1.5,1.7,1.0,0.1,1.9,43.5,52.8
TX,58146,0.44862799999999997,2.6,0.5,0.1,0.0,1.7,27.0,69.1
TX,58146,0.184482,1.0,0.6,1.0,0.0,0.5,89.9,8.4
TX,58146,0.414858,3.6,0.8,0.6,0.1,1.6,20.8,73.5
TX,58146,0.5055810000000001,12.7,1.0,0.3,0.0,1.4,19.6,66.3
TX,58146,0.396877,2.2,1.1,0.6,0.1,1.3,21.4,74.6
TX,58146,0.5737800000000001,7.1,1.5,1.0,0.1,1.6,48.9,42.6
